unix_time_stamp_milliseconds,msg_ID,sent_received
1774432391134,48682e93-2c13-4cad-bc96-417764a9b9e6,"Received"
1774432394116,ac77593c-1d9d-496a-903d-7e8181384a0b,"Emitted"
1774432394848,ac77593c-1d9d-496a-903d-7e8181384a0b,"Received"
1774432390770,48682e93-2c13-4cad-bc96-417764a9b9e6,"Emitted"
1774432391001,48682e93-2c13-4cad-bc96-417764a9b9e6,"Received"
